[' ',[u'chinese',[u'moroccan',[u'british',[u'greek',[u'russian',[u'southern_us',[u'irish',[u'mexican',[u'vietnamese',[u'brazilian',[u'japanese',[u'indian',[u'jamaican',[u'french',[u'spanish',[u'cajun_creole',[u'thai',[u'korean',[u'filipino',[u'italian',Max
 u'creamcheesewithchives',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
 u'alfredosaucemix',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
 u'yukongold',0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,1,2
 u'pummelo',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
 u'driedsardines',0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
 u'breyers',0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'coarsgroundblackpepper',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
 u'muscadinegrapes',0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'jerusalemartichokes',0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2
 u'frozenravioli',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
 u'frenchonionsoup',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2
 u'brownale',0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
 u'tobiko',0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
 u'potroast',0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'kraftzestyitaliandressing',0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,2
 u'bechamel',0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
 u'cabrales',0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
 u'distilledvinegar',1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,2,0,0,0,2
 u'annatto',0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2
 u'frangipane',0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
 u'papalo',0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'smokedseasalt',0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,1,2
 u'cokezero',0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'chocolatesandwichcookies',0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'kefir',0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2
 u'espelette',0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2
 u'honeymustard',1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
 u'rye',0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2
 u'comino',0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'driedfishflakes',0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
 u'driedbonito',0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
 u'lowsodiumtomatosauce',0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2
 u'reblochon',0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
 u'stonefireitalianartisanpizzacrust',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
 u'ibarra',0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'greenchilesauce',0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'bonelesssirloin',1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
 u'celeryleaves',1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,2
 u'sargento',0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,2
 u'groundcoffee',0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2
 u'slicedpears',0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
 u'reducedfatwhippedtopping',0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'wheatfreesoysauce',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
 u'frozencodfillets',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
 u'indianspice',0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
 u'sangria',0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
 u'breast',0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
 u'smoothnaturalpeanutbutter',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
 u'nonfatmayonnaise',0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2
 u'huitlacoche',0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'brownricenoodles',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2
 u'mixedpeel',0,0,2,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,2
 u'refrigeratedfourcheeseravioli',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
 u'nappacabbage',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'lowsodiumvegetablestock',0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,2
 u'lambsausage',0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
 u'wishboneranchdress',0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'liptonteabags',0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'goldmedalflour',0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
 u'szechuansauce',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'unsaltedpeanutbutter',0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2
 u'lentillesdupuy',0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
 u'freshprawn',2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2
 u'fructose',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'biscuitbakingmix',0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
 u'applebrandy',0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2
 u'frozenblackberries',0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'raclette',0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
 u'radicchioleaves',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2
 u'bonelesslamb',0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
 u'dessertwine',0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2
 u'ryewhiskey',0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,2
 u'smallyellowonion',0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
 u'vealbreast',0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
 u'goldmedalallpurposeflour',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
 u'unbleachedflour',1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,2,0,0,0,1,2
 u'stylenoodles',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'hing',0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
 u'oatflour',0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
 u'lowsodiumbeefstock',0,0,1,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,1,2
 u'keema',0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
 u'lb',0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'blancotequila',0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'saltfreesouthwestchipotleseasoning',0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'katakuriko',0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
 u'barley',0,1,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,2
 u'homemadechickenbroth',2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2
 u'sack',0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'natto',1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
 u'organicsugar',2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,2
 u'iodizedsalt',0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
 u'ganache',0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
 u'shreddedromanocheese',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
 u'whitebreadflour',0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
 u'irishredale',0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'knorrricesidecheddarbroccoli',0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'mie',0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2
 u'seedlesswatermelon',0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,2,2
 u'blackturtlebeans',0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2
 u'bulb',0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,2
 u'agar',0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
 u'curryguysmokedspicysalt',0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
 u'babyeggplants',0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,2
 u'olivetapenade',0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2
 u'kashmirichile',0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
 u'unsweetenedsoymilk',0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,2
 u'rigatoniorlargetubepasta',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
 u'vegetablegumbo',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
 u'pineappleslices',0,0,0,0,0,1,0,1,2,0,0,2,1,1,0,0,0,0,1,0,2
 u'glutenfreeallpurposeflour',1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
 u'wholewheatbaguette',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
 u'europeancucumber',0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
 u'inchicken',0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2
 u'asianchilepaste',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
 u'porksirloinroast',0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'groundflaxseed',0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
 u'driedmissionfigs',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
 u'fatbakedtortillachips',0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'jamesonirishwhiskey',0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'chunosauce',0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
 u'processcheesespread',0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'creamofcoconut',0,0,0,0,0,2,0,1,0,0,0,2,1,1,1,0,2,0,0,0,2
 u'toproundroast',0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'cholulahotsauce',0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2
 u'richchickenstock',0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2
 u'yoplait',0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'limeadeconcentrate',0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'pepperocini',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
 u'to',0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'sweetitalianporksausage',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
 u'sweetgherkin',0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
 u'mi',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'vanillacream',0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'goboroot',0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
 u'caster',0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,2
 u'spicecakemix',0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'ricebranoil',1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
 u'beefshoulder',0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2
 u'quesomanchego',0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'milkchocolatechips',0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2
 u'babybroccoli',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
 u'waffle',0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2
 u'chickenbreastfillets',2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,2
 u'doubleconcentratetomatopaste',0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2
 u'picklewedges',0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'bonesteak',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
 u'angelfoodcakemix',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
 u'oliveoilmayonnaise',0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'beefround',0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,2
 u'oilpackeddriedtomatoes',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
 u'crystalfarmsbutter',0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'nonpareils',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
 u'dillseed',0,0,0,0,2,2,0,1,0,0,0,0,0,1,0,2,0,0,0,0,2
 u'greengrape',0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,2,2
 u'shellfish',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,2
 u'fatfreereducedsodiumchickenbroth',1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
 u'organicchicken',1,1,0,1,0,2,0,2,0,0,0,0,0,1,0,0,1,0,0,0,2
 u'glutenfreecornmeal',0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'cajun',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
 u'strawberrypreserves',0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2
 u'naturallow',0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
 u'driedpear',0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,2
 u'freshyeast',0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
 u'ribporkchops',0,0,0,0,0,2,0,1,0,0,1,0,0,1,1,0,0,0,0,1,2
 u'petitepeas',1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,2
 u'wildgarlic',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
 u'cannedbeans',0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'wholemealflour',0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2
 u'chocolatecurls',0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2
 u'coconutwater',0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,2
 u'cutupcookedchicken',0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2
 u'porktongue',0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
 u'romainelettucehearts',1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'oatbran',0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'seacucumber',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'redblisspotato',1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,2
 u'duxelles',0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
 u'chineseleaf',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
 u'mexicanvanillaextract',0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'mixednuts',0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2
 u'rounds',1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,2
 u'freespaghetti',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
 u'alfalfasprouts',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2
 u'smokedpork',0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2
 u'splendabrownsugarblend',1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,2
 u'unsweetenedapplesauce',0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2
 u'chocolatebakingbar',0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
 u'legquarters',2,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,2
 u'chocolatecakemix',0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2
 u'roe',0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
 u'crustysandwichrolls',0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2
 u'softsandwichrolls',0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'sweetpotatoesoryams',0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,2
 u'muenstercheese',0,0,0,0,0,2,0,2,0,1,0,0,0,1,0,0,0,0,0,1,2
 u'snapperfillets',0,1,0,0,0,1,0,2,0,0,0,0,1,2,1,0,0,0,0,1,2
 u'whitearboriorice',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
 u'pignolis',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
 u'nonfatcreamcheese',0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'cookinghominygrits',0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'lowsodiumcrushedtomatoes',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
 u'reducedfatitaliandressing',0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'lowfattortillachip',0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'southerncomfortliqueur',0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'spiceislandsoregano',0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'cranberrysauce',0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2
 u'brownmushroom',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2
 u'southwestseasoning',0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'cutinto',0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2
 u'ducklings',0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
 u'chickengravy',0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'lowsodiumteriyakisauce',2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2
 u'blackmoss',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'cookingcream',0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2
 u'andouilleturkeysausages',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
 u'frozenstirfryvegetableblend',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
 u'fullfatsourcream',0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'any',0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
 u'sodawater',1,0,1,0,0,0,0,0,2,1,2,0,1,1,0,1,1,0,0,0,2
 u'hogcasings',0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,2
 u'largetomato',0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,2
 u'ginseng',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
 u'pancettaslices',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
 u'parsleyroot',0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'molepoblano',0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'cheesemexican',0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'saltedfish',2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2
 u'redrice',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2
 u'thawanddrain',0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'whitelilyflour',0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'turbot',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
 u'gratedkefalotiri',0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'banhphoricenoodles',0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
 u'browngravymix',0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
 u'steamedbrownrice',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
 u'kokum',0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
 u'verjus',0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2
 u'paratha',0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
 u'salmonsashimi',0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
 u'saltfreeseasoning',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
 u'bestfood',0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'abalone',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'pittedmedjooldates',0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
 u'kalamansijuice',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
 u'organiccoconutmilk',0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2
 u'cayennepeppersauce',0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2
 u'ficelle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
 u'frozengreenbeans',0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,2,2
 u'polentacornmeal',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
 u'splitandtoasted',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2
 u'whippedcreamcheese',1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
 u'potatobread',0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'bonelessskinonchickenthighs',0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2
 u'missionfigs',0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,2
 u'canningsalt',0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'candiedginger',0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2
 u'raisinbread',0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
 u'freshpoblanopepper',0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'mahimahifillet',0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'porkcubes',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
 u'orangeextract',1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 u'braisingsteak',0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
 u'celeryheart',0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,2,2
 u'hungarianhotpaprika',0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
